ma_number	concept_id	concept_name	concept_code	mapping_type	ema_active_substance	pdf_strength	pdf_pharmaceutical_form	pdf_route_of_administration	pdf_packaging	pdf_content	pdf_pack_size	pdf_product_name	ema_name_of_medicine	ema_product_number	ema_atc_code	comment	suggestion	last_updated_date
EU/1/96/012/012	43291575	6 ML Ibandronate 1 MG/ML Injection	OMOP562985	EXACT	ibandronic acid	6 mg/6 ml	Concentrate for solution for infusion	Intravenous use	vial (glass)	6 ml	5 vials	bondronat	Bondronat	EMEA/H/C/000101	M05BA06	RxExt has naming inconsistancy with RxNorm, suggestion has appropriate name	6 ML ibandronic acid 1 MG/ML Injection	2026-03-11
EU/1/96/012/013	43291575	6 ML Ibandronate 1 MG/ML Injection	OMOP562985	EXACT	ibandronic acid	6 mg	Concentrate for solution for infusion	Intravenous use	vial (glass)	6 ml	10 vials	bondronat	Bondronat	EMEA/H/C/000101	M05BA06	RxExt has naming inconsistancy with RxNorm, suggestion has appropriate name	6 ML ibandronic acid 1 MG/ML Injection	2026-03-11
EU/1/97/033/003	722454	0.5 ML interferon beta-1a 0.06 MG/ML Prefilled Syringe [Avonex]	727816	EXACT	interferon beta-1a	30 µg/0.5 ml (6 million IU)	Solution for injection	Intramuscular use	pre-filled syringe (glass)	0.5 ml 4 pre-filled syringes + 4	needles	avonex	Avonex	EMEA/H/C/000102	L03AB07			2025-12-04
EU/1/97/033/004	722454	0.5 ML interferon beta-1a 0.06 MG/ML Prefilled Syringe [Avonex]	727816	EXACT	interferon beta-1a	30 µg/0.5 ml (6 million IU)	Solution for injection	Intramuscular use	pre-filled syringe (glass)	0.5 ml 12 pre-filled syringes + 12	needles	avonex	Avonex	EMEA/H/C/000102	L03AB07			2025-12-04
EU/1/97/033/005	46233806	0.5 ML interferon beta-1a 0.06 MG/ML Auto-Injector [Avonex]	1650901	EXACT	interferon beta-1a	30 µg/0.5 ml (6 million IU)	Solution for injection	Intramuscular use	pre-filled syringe (glass) in pre-filled pen	0.5 ml 4 pre-filled + 4 pen	pens needles + 4 covers	avonex	Avonex	EMEA/H/C/000102	L03AB07			2025-12-04
EU/1/97/033/006	46233806	0.5 ML interferon beta-1a 0.06 MG/ML Auto-Injector [Avonex]	1650901	EXACT	interferon beta-1a	30 µg/0.5 ml (6 million IU)	Solution for injection	Intramuscular use	pre-filled syringe (glass) in pre-filled pen	0.5 ml 12 pre-filled + 12 12 pen	pens needles + covers	avonex	Avonex	EMEA/H/C/000102	L03AB07			2025-12-04
EU/1/97/043/001	19102223	desirudin 15 MG Injection	402248	EXACT	desirudin	15 mg	Powder and solvent for solution for injection	Subcutaneous use	Powder: vial (glass) Powder: 15 mg ampoulte Solvent: (glass) Solvent: 0.5 ml (15 mg/ 0.5 ml)	2 vials + 2 ampoules		revasc	Revasc	EMEA/H/C/000104	B01AE01			2025-12-04
EU/1/97/043/002	19102223	desirudin 15 MG Injection	402248	EXACT	desirudin	15 mg	Powder and solvent for solution for injection	Subcutaneous use	Powder: avial (glass) Powder: 15 mg Solvent: ampoule (glass) Solvent: 0.5 ml (15 mg/ 0.5 ml)	10 vials + 10 ampoules		revasc	Revasc	EMEA/H/C/000104	B01AE01			2025-12-04
EU/1/97/043/003	19102223	desirudin 15 MG Injection	402248	EXACT	desirudin	15 mg	Powder and solvent for solution for injection	Subcutaneous use	Peowder: vial (glass) Powder: 15 mg Solvent: ampoule (glass) Solvent: 0.5 ml (15 mg/ 0.5 ml)	1 vial + 1 ampoule		revasc	Revasc	EMEA/H/C/000104	B01AE01			2025-12-04
EU/1/96/018/001	19024193	reteplase 10 UNT Injection	763138	EXACT	reteplase	10 U	Powder and solvent for solution for injection	Intravenous use	Powder: vial (glass) Solvent: prefilled syringe (glass)	10 U 10 ml (1 U/ml)	2 vials 2 prefilled syringes 2 reconstitution devices and 2 needles 19 G l	Rapilysin	Rapilysin	EMEA/H/C/000105	B01AD07			2025-12-04
EU/1/96/015/001	1704184	lamivudine 150 MG Oral Tablet [Epivir]	152931	EXACT	lamivudine	150 mg	Film-coated tablet	Oral use	Bottle (HDPE)		60 tablets	Epivir	Epivir	EMEA/H/C/000107	J05AF05			2025-12-04
EU/1/96/015/002	1704185	lamivudine 10 MG/ML Oral Solution [Epivir]	152932	EXACT	lamivudine	10 mg/ml	Oral solution	Oral use	Bottle (HDPE)	240 ml (10 mg/ml)	1 bottle, (240 ml)+ 10 ml oral dosing syringe and adapter	Epivir	Epivir	EMEA/H/C/000107	J05AF05			2025-12-04
EU/1/96/015/003	19098455	lamivudine 300 MG Oral Tablet [Epivir]	352230	EXACT	lamivudine	300 mg	Film-coated tablet	Oral use	Bottle (HDPE)		30 tablets	Epivir	Epivir	EMEA/H/C/000107	J05AF05			2025-12-04
EU/1/96/015/004	1704184	lamivudine 150 MG Oral Tablet [Epivir]	152931	EXACT	lamivudine	150 mg	Film-coated tablet	Oral use	Blister (PVC/alu)		60 tablets	Epivir	Epivir	EMEA/H/C/000107	J05AF05			2025-12-04
EU/1/96/015/005	19098455	lamivudine 300 MG Oral Tablet [Epivir]	352230	EXACT	lamivudine	300 mg	Film-coated tablet	Oral use	Blister (PVC/alu)		30 tablets	Epivir	Epivir	EMEA/H/C/000107	J05AF05			2025-12-04
EU/1/96/010/001	735972	riluzole 50 MG Oral Tablet [Rilutek]	152915	EXACT	riluzole	50 mg	Film-coated tablet	Oral use	blister (PVC/Alu)	56 tablets		rilutek	Rilutek	EMEA/H/C/000109	N07XX02			2025-12-04
EU/1/96/009/001	1781407	stavudine 15 MG Oral Capsule [Zerit]	152941	EXACT	stavudine	15 mg	Capsule, hard	Oral use	Bottle (HDPE)		60 capsules	Zerit	Zerit	EMEA/H/C/000110	J05AF04			2025-12-04
EU/1/96/009/002	1781407	stavudine 15 MG Oral Capsule [Zerit]	152941	EXACT	stavudine	15 mg	Capsule, hard	Oral use	Blister (aclar/alu)		56 capsules	Zerit	Zerit	EMEA/H/C/000110	J05AF04			2025-12-04
EU/1/96/009/003	1781408	stavudine 20 MG Oral Capsule [Zerit]	152942	EXACT	stavudine	20 mg	Capsule, hard	Oral use	Bottle (HDPE)		60 capsules	Zerit	Zerit	EMEA/H/C/000110	J05AF04			2025-12-04
EU/1/96/009/004	1781408	stavudine 20 MG Oral Capsule [Zerit]	152942	EXACT	stavudine	20 mg	Capsule, hard	Oral use	Blister (aclar/alu)		56 capsules	Zerit	Zerit	EMEA/H/C/000110	J05AF04			2025-12-04
EU/1/96/009/005	1781409	stavudine 30 MG Oral Capsule [Zerit]	152943	EXACT	stavudine	30 mg	Capsule, hard	Oral use	Bottle (HDPE)		60 capsules	Zerit	Zerit	EMEA/H/C/000110	J05AF04			2025-12-04
EU/1/96/009/006	1781409	stavudine 30 MG Oral Capsule [Zerit]	152943	EXACT	stavudine	30 mg	Capsule, hard	Oral use	Blister (aclar/alu)		56 capsules	Zerit	Zerit	EMEA/H/C/000110	J05AF04			2025-12-04
EU/1/96/009/007	1781410	stavudine 40 MG Oral Capsule [Zerit]	152944	EXACT	stavudine	40 mg	Capsule, hard	Oral use	Bottle (HDPE)		60 capsules	Zerit	Zerit	EMEA/H/C/000110	J05AF04			2025-12-04
EU/1/96/009/008	1781410	stavudine 40 MG Oral Capsule [Zerit]	152944	EXACT	stavudine	40 mg	Capsule, hard	Oral use	Blister (aclar/alu)		56 capsules	Zerit	Zerit	EMEA/H/C/000110	J05AF04			2025-12-04
EU/1/96/009/009	1781411	stavudine 1 MG/ML Oral Solution [Zerit]	153652	EXACT	stavudine	200 mg	Powder for oral solution	Oral use	Bottle (HDPE)	200 mg (1 mg/ml)	1 Bottle	Zerit	Zerit	EMEA/H/C/000110	J05AF04			2025-12-04
EU/1/97/032/001	43027344	Sulesomab 0.31 MG Injectable Solution Box of 5	OMOP4842436	EXACT	sulesomab	0.31 mg per vial	Powder for solution for injection	Intravenous use	Vials	5 vials per pack		leukoscan	LeukoScan	EMEA/H/C/000111	VO4D			2025-12-04
EU/1/96/020/001	19131620	1 ML hepatitis A vaccine (inactivated) strain HM175 720 UNT/ML / hepatitis B surface antigen vaccine 0.02 MG/ML Injection [Twinrix]	803367	EXACT	hepatitis A virus (inactivated);hepatitis B surface antigen	720 ELISA Units / 20 micrograms	Suspension for injection	Intramuscular use	pre-filled syringe (glass)	1 ml	1 pre-filled syringe without needle	twinrix-adult	Twinrix Adult	EMEA/H/C/000112	J07BC20	Twinrix brand is same in EU and US; branded concept is appropriate		2026-02-13
EU/1/96/020/002	19131620	1 ML hepatitis A vaccine (inactivated) strain HM175 720 UNT/ML / hepatitis B surface antigen vaccine 0.02 MG/ML Injection [Twinrix]	803367	EXACT	hepatitis A virus (inactivated);hepatitis B surface antigen	720 ELISA Units / 20 micrograms	Suspension for injection	Intramuscular use	pre-filled syringe (glass)	1 ml	10 pre-filled syringes without needles	twinrix-adult	Twinrix Adult	EMEA/H/C/000112	J07BC20	Twinrix brand is same in EU and US; branded concept is appropriate		2026-02-13
EU/1/96/020/003	19131620	1 ML hepatitis A vaccine (inactivated) strain HM175 720 UNT/ML / hepatitis B surface antigen vaccine 0.02 MG/ML Injection [Twinrix]	803367	EXACT	hepatitis A virus (inactivated);hepatitis B surface antigen	720 ELISA Units / 20 micrograms	Suspension for injection	Intramuscular use	pre-filled syringe (glass)	1 ml	25 pre-filled syringes without needles	twinrix-adult	Twinrix Adult	EMEA/H/C/000112	J07BC20	Twinrix brand is same in EU and US; branded concept is appropriate		2026-02-13
EU/1/96/020/007	19131620	1 ML hepatitis A vaccine (inactivated) strain HM175 720 UNT/ML / hepatitis B surface antigen vaccine 0.02 MG/ML Injection [Twinrix]	803367	EXACT	hepatitis A virus (inactivated);hepatitis B surface antigen	720 ELISA Units / 20 micrograms	Suspension for injection	Intramuscular use	pre-filled syringe (glass)	1 ml	1 pre-filled syringe + 1 needle	twinrix-adult	Twinrix Adult	EMEA/H/C/000112	J07BC20	Twinrix brand is same in EU and US; branded concept is appropriate		2026-02-13
EU/1/96/020/008	19131620	1 ML hepatitis A vaccine (inactivated) strain HM175 720 UNT/ML / hepatitis B surface antigen vaccine 0.02 MG/ML Injection [Twinrix]	803367	EXACT	hepatitis A virus (inactivated);hepatitis B surface antigen	720 ELISA Units / 20 micrograms	Suspension for injection	Intramuscular use	pre-filled syringe (glass)	1 ml	10 pre-filled syringes + 10 needles	twinrix-adult	Twinrix Adult	EMEA/H/C/000112	J07BC20	Twinrix brand is same in EU and US; branded concept is appropriate		2026-02-13
EU/1/96/020/009	19131620	1 ML hepatitis A vaccine (inactivated) strain HM175 720 UNT/ML / hepatitis B surface antigen vaccine 0.02 MG/ML Injection [Twinrix]	803367	EXACT	hepatitis A virus (inactivated);hepatitis B surface antigen	720 ELISA Units / 20 micrograms	Suspension for injection	Intramuscular use	pre-filled syringe (glass)	1 ml	25 pre-filled syringes + 25 needles	twinrix-adult	Twinrix Adult	EMEA/H/C/000112	J07BC20	Twinrix brand is same in EU and US; branded concept is appropriate		2026-02-13
EU/1/96/026/002	40166033	saquinavir mesylate 500 MG Oral Tablet [Invirase]	859865	EXACT	saquinavir	500 mg	Film-Coated tablet	Oral use	bottle (HDPE)	120 film- coated tabletis		invirase	Invirase	EMEA/H/C/000113	J05AE01			2025-12-04
EU/1/96/022/002	19047064	olanzapine 2.5 MG Oral Tablet [Zyprexa]	212405	EXACT	olanzapine	2.5 mg	Coated tablet	Oral use	blister (alu/alu)	28 tablets		zyprexa	Zyprexa	EMEA/H/C/000115	N05AH03			2025-12-04
EU/1/96/022/004	19016799	olanzapine 5 MG Oral Tablet [Zyprexa]	153046	EXACT	olanzapine	5 mg	Coated tablet	Oral use	blister (alu/alu)	28 tablets		zyprexa	Zyprexa	EMEA/H/C/000115	N05AH03			2025-12-04
EU/1/96/022/006	19016800	olanzapine 7.5 MG Oral Tablet [Zyprexa]	153047	EXACT	olanzapine	7.5 mg	Coated tablet	Oral use	blister (alu/alu)	56 tablets		zyprexa	Zyprexa	EMEA/H/C/000115	N05AH03			2025-12-04
EU/1/96/022/009	19016821	olanzapine 10 MG Oral Tablet [Zyprexa]	153048	EXACT	olanzapine	10 mg	Coated tablet	Oral use	blister (alu/alu)	28 tablets		zyprexa	Zyprexa	EMEA/H/C/000115	N05AH03			2025-12-04
EU/1/96/022/010	19016821	olanzapine 10 MG Oral Tablet [Zyprexa]	153048	EXACT	olanzapine	10 mg	Coated tablet	Oral use	blister (alu/alu)	56 tablets		zyprexa	Zyprexa	EMEA/H/C/000115	N05AH03			2025-12-04
EU/1/96/022/011	19016800	olanzapine 7.5 MG Oral Tablet [Zyprexa]	153047	EXACT	olanzapine	7.5 mg	Coated tablet	Oral use	blister (alu/alu)	28 tablets		zyprexa	Zyprexa	EMEA/H/C/000115	N05AH03			2025-12-04
EU/1/96/022/012	785814	olanzapine 15 MG Oral Tablet [Zyprexa]	261337	EXACT	olanzapine	15 mg	Coated tablet	Oral use	blister (alu/alu)	28 tablets		zyprexa	Zyprexa	EMEA/H/C/000115	N05AH03			2025-12-04
EU/1/96/022/014	785816	olanzapine 20 MG Oral Tablet [Zyprexa]	284514	EXACT	olanzapine	20 mg	Coated tablet	Oral use	blister (alu/alu)	28 tablets		zyprexa	Zyprexa	EMEA/H/C/000115	N05AH03			2025-12-04
EU/1/96/022/016	785875	olanzapine 10 MG Injection [Zyprexa]	545353	EXACT	olanzapine	10 mg	Powder for solution for injection	Intramuscular use	vial (glass)	1 vial		zyprexa	Zyprexa	EMEA/H/C/000115	N05AH03			2025-12-04
EU/1/96/022/017	785875	olanzapine 10 MG Injection [Zyprexa]	545353	EXACT	olanzapine	10 mg	Powder for solution for injection	Intramuscular use	vial (glass)	10 vials		zyprexa	Zyprexa	EMEA/H/C/000115	N05AH03			2025-12-04
EU/1/96/022/019	19047064	olanzapine 2.5 MG Oral Tablet [Zyprexa]	212405	EXACT	olanzapine	2.5 mg	Coated tablet	Oral use	blister (alu/alu)	56 tablets		zyprexa	Zyprexa	EMEA/H/C/000115	N05AH03			2025-12-04
EU/1/96/022/020	19016799	olanzapine 5 MG Oral Tablet [Zyprexa]	153046	EXACT	olanzapine	5 mg	Coated tablet	Oral use	blister (alu/alu)	56 tablets		zyprexa	Zyprexa	EMEA/H/C/000115	N05AH03			2025-12-04
EU/1/96/022/021	785814	olanzapine 15 MG Oral Tablet [Zyprexa]	261337	EXACT	olanzapine	15 mg	Coated tablet	Oral use	blister (alu/alu)	56 tablets		zyprexa	Zyprexa	EMEA/H/C/000115	N05AH03			2025-12-04
EU/1/96/022/022	785816	olanzapine 20 MG Oral Tablet [Zyprexa]	284514	EXACT	olanzapine	20 mg	Coated tablet	Oral use	blister (alu/alu)	56 tablets		zyprexa	Zyprexa	EMEA/H/C/000115	N05AH03			2025-12-04
EU/1/96/022/023	19047064	olanzapine 2.5 MG Oral Tablet [Zyprexa]	212405	EXACT	olanzapine	2.5 mg	Coated tablet	Oral use	blister (alu/alu)	35 tablets		zyprexa	Zyprexa	EMEA/H/C/000115	N05AH03			2025-12-04
EU/1/96/022/024	19016799	olanzapine 5 MG Oral Tablet [Zyprexa]	153046	EXACT	olanzapine	5 mg	Coated tablet	Oral use	blister (alu/alu)	35 tablets		zyprexa	Zyprexa	EMEA/H/C/000115	N05AH03			2025-12-04
EU/1/96/022/025	19016800	olanzapine 7.5 MG Oral Tablet [Zyprexa]	153047	EXACT	olanzapine	7.5 mg	Coated tablet	Oral use	blister (alu/alu)	35 tablets		zyprexa	Zyprexa	EMEA/H/C/000115	N05AH03			2025-12-04
EU/1/96/022/026	19016821	olanzapine 10 MG Oral Tablet [Zyprexa]	153048	EXACT	olanzapine	10 mg	Coated tablet	Oral use	blister (alu/alu)	35 tablets		zyprexa	Zyprexa	EMEA/H/C/000115	N05AH03			2025-12-04
EU/1/96/022/027	785814	olanzapine 15 MG Oral Tablet [Zyprexa]	261337	EXACT	olanzapine	15 mg	Coated tablet	Oral use	blister (alu/alu)	35 tablets		zyprexa	Zyprexa	EMEA/H/C/000115	N05AH03			2025-12-04
EU/1/96/022/028	785816	olanzapine 20 MG Oral Tablet [Zyprexa]	284514	EXACT	olanzapine	20 mg	Coated tablet	Oral use	blister (alu/alu)	35 tablets		zyprexa	Zyprexa	EMEA/H/C/000115	N05AH03			2025-12-04
EU/1/96/022/029	19047064	olanzapine 2.5 MG Oral Tablet [Zyprexa]	212405	EXACT	olanzapine	2.5 mg	Coated tablet	Oral use	blister (alu/alu)	70 tablets		zyprexa	Zyprexa	EMEA/H/C/000115	N05AH03			2025-12-04
EU/1/96/022/030	19016799	olanzapine 5 MG Oral Tablet [Zyprexa]	153046	EXACT	olanzapine	5 mg	Coated tablet	Oral use	blister (alu/alu)	70 tablets		zyprexa	Zyprexa	EMEA/H/C/000115	N05AH03			2025-12-04
EU/1/96/022/031	19016800	olanzapine 7.5 MG Oral Tablet [Zyprexa]	153047	EXACT	olanzapine	7.5 mg	Coated tablet	Oral use	blister (alu/alu)	70 tablets		zyprexa	Zyprexa	EMEA/H/C/000115	N05AH03			2025-12-04
EU/1/96/022/032	19016821	olanzapine 10 MG Oral Tablet [Zyprexa]	153048	EXACT	olanzapine	10 mg	Coated tablet	Oral use	blister (alu/alu)	70 tablets		zyprexa	Zyprexa	EMEA/H/C/000115	N05AH03			2025-12-04
EU/1/96/022/033	785814	olanzapine 15 MG Oral Tablet [Zyprexa]	261337	EXACT	olanzapine	15 mg	Coated tablet	Oral use	blister (alu/alu)	70 tablets		zyprexa	Zyprexa	EMEA/H/C/000115	N05AH03			2025-12-04
EU/1/96/022/034	785816	olanzapine 20 MG Oral Tablet [Zyprexa]	284514	EXACT	olanzapine	20 mg	Coated tablet	Oral use	blister (alu/alu)	70 tablets		zyprexa	Zyprexa	EMEA/H/C/000115	N05AH03			2025-12-04
EU/1/96/022/035	19047064	olanzapine 2.5 MG Oral Tablet [Zyprexa]	212405	EXACT	olanzapine	2.5 mg	Coated tablet	Oral use	blister (alu/alu)	98 tablets		zyprexa	Zyprexa	EMEA/H/C/000115	N05AH03			2025-12-04
EU/1/96/022/036	19016799	olanzapine 5 MG Oral Tablet [Zyprexa]	153046	EXACT	olanzapine	5 mg	Coated tablet	Oral use	blister (alu/alu)	98 tablets		zyprexa	Zyprexa	EMEA/H/C/000115	N05AH03			2025-12-04
EU/1/96/022/037	19016800	olanzapine 7.5 MG Oral Tablet [Zyprexa]	153047	EXACT	olanzapine	7.5 mg	Coated tablet	Oral use	blister (alu/alu)	98 tablets		zyprexa	Zyprexa	EMEA/H/C/000115	N05AH03			2025-12-04
EU/1/96/022/038	19016821	olanzapine 10 MG Oral Tablet [Zyprexa]	153048	EXACT	olanzapine	10 mg	Coated tablet	Oral use	blister (alu/alu)	98 tablets		zyprexa	Zyprexa	EMEA/H/C/000115	N05AH03			2025-12-04
EU/1/96/022/039	785814	olanzapine 15 MG Oral Tablet [Zyprexa]	261337	EXACT	olanzapine	15 mg	Coated tablet	Oral use	blister (alu/alu)	98 tablets		zyprexa	Zyprexa	EMEA/H/C/000115	N05AH03			2025-12-04
EU/1/96/022/040	785816	olanzapine 20 MG Oral Tablet [Zyprexa]	284514	EXACT	olanzapine	20 mg	Coated tablet	Oral use	blister (alu/alu)	98 tablets		zyprexa	Zyprexa	EMEA/H/C/000115	N05AH03			2025-12-04
EU/1/97/031/025	21167158	0.3 ML epoetin beta 1670 UNT/ML Prefilled Syringe	OMOP285862	EXACT	epoetin beta	500 IU	Solution for injection	Intravenous use, Subcutaneous use	pre-filled syringe (glass) with needle guard	0.3 ml (1667 IU/ml)	1 pre-filled syringe	neorecormon	NeoRecormon	EMEA/H/C/000116	B03XA01			2025-12-04
EU/1/97/031/026	21167158	0.3 ML epoetin beta 1670 UNT/ML Prefilled Syringe	OMOP285862	EXACT	epoetin beta	500 IU	Solution for injection	Intravenous use, Subcutaneous use	pre-filled syringe (glass) with needle guard	0.3 ml (1667 IU/ml)	6 pre-filled syringes	neorecormon	NeoRecormon	EMEA/H/C/000116	B03XA01			2025-12-04
EU/1/97/031/029	21137605	0.3 ML epoetin beta 6670 UNT/ML Prefilled Syringe	OMOP285869	EXACT	epoetin beta	2000 IU	Solution for injection	Intravenous use, Subcutaneous use	pre-filled syringe (glass) with needle guard	0.3 ml (6667 IU/ml)	1 pre-filled syringe	neorecormon	NeoRecormon	EMEA/H/C/000116	B03XA01			2025-12-04
EU/1/97/031/030	21137605	0.3 ML epoetin beta 6670 UNT/ML Prefilled Syringe	OMOP285869	EXACT	epoetin beta	2000 IU	Solution for injection	Intravenous use, Subcutaneous use	pre-filled syringe (glass) with needle guard	0.3 ml (6667 IU/ml)	6 pre-filled syringes	neorecormon	NeoRecormon	EMEA/H/C/000116	B03XA01			2025-12-04
EU/1/97/031/031	21098396	0.3 ML epoetin beta 10000 UNT/ML Prefilled Syringe	OMOP285878	EXACT	epoetin beta	3000 IU	Solution for injection	Intravenous use, Subcutaneous use	pre-filled syringe (glass) with needle guard	0.3 ml (10000 IU/ml)	1 pre-filled syringe	neorecormon	NeoRecormon	EMEA/H/C/000116	B03XA01			2025-12-04
EU/1/97/031/032	21098396	0.3 ML epoetin beta 10000 UNT/ML Prefilled Syringe	OMOP285878	EXACT	epoetin beta	3000 IU	Solution for injection	Intravenous use, Subcutaneous use	pre-filled syringe (glass) with needle guard	0.3 ml (10000 IU/ml)	6 pre-filled syringes	neorecormon	NeoRecormon	EMEA/H/C/000116	B03XA01			2025-12-04
EU/1/97/031/033	21137604	0.3 ML epoetin beta 16700 UNT/ML Prefilled Syringe	OMOP285853	EXACT	epoetin beta	5000 IU	Solution for injection	Intravenous use, Subcutaneous use	pre-filled syringe (glass) with needle guard	0.3 ml (16667 IU/ml)	1 pre-filled syringe	neorecormon	NeoRecormon	EMEA/H/C/000116	B03XA01			2025-12-04
EU/1/97/031/034	21137604	0.3 ML epoetin beta 16700 UNT/ML Prefilled Syringe	OMOP285853	EXACT	epoetin beta	5000 IU	Solution for injection	Intravenous use, Subcutaneous use	pre-filled syringe (glass) with needle guard	0.3 ml (16667 IU/ml)	6 pre-filled syringes	neorecormon	NeoRecormon	EMEA/H/C/000116	B03XA01			2025-12-04
EU/1/97/031/035	21177059	0.6 ML epoetin beta 16700 UNT/ML Prefilled Syringe	OMOP287625	EXACT	epoetin beta	10000 IU	Solution for injection	Intravenous use, Subcutaneous use	pre-filled syringe (glass) with needle guard	0.6 ml (16667 IU/ml)	1 pre-filled syringe	neorecormon	NeoRecormon	EMEA/H/C/000116	B03XA01			2025-12-04
EU/1/97/031/036	21177059	0.6 ML epoetin beta 16700 UNT/ML Prefilled Syringe	OMOP287625	EXACT	epoetin beta	10000 IU	Solution for injection	Intravenous use, Subcutaneous use	pre-filled syringe (glass) with needle guard	0.6 ml (16667 IU/ml)	6 pre-filled syringes	neorecormon	NeoRecormon	EMEA/H/C/000116	B03XA01			2025-12-04
EU/1/97/031/037	21029750	0.6 ML epoetin beta 33300 UNT/ML Prefilled Syringe	OMOP287619	EXACT	epoetin beta	20000 IU	Solution for injection	Intravenous use, Subcutaneous use	pre-filled syringe (glass) with needle guard	0.6 ml (33333 IU/ml)	1 pre-filled syringe	neorecormon	NeoRecormon	EMEA/H/C/000116	B03XA01			2025-12-04
EU/1/97/031/038	21029750	0.6 ML epoetin beta 33300 UNT/ML Prefilled Syringe	OMOP287619	EXACT	epoetin beta	20000 IU	Solution for injection	Intravenous use, Subcutaneous use	pre-filled syringe (glass) with needle guard	0.6 ml (33333 IU/ml)	6 pre-filled syringes	neorecormon	NeoRecormon	EMEA/H/C/000116	B03XA01			2025-12-04
EU/1/97/031/041	21049343	0.3 ML epoetin beta 13300 UNT/ML Prefilled Syringe	OMOP285886	EXACT	epoetin beta	4000 IU	Solution for injection	Intravenous use, Subcutaneous use	pre-filled syringe (glass) with needle guard	0.3 ml (13333 IU/ml)	1 pre-filled syringe	neorecormon	NeoRecormon	EMEA/H/C/000116	B03XA01			2025-12-04
